2023-02-08 00:03:42,530 INFO org.springframework.orm.jpa.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2023-02-08 00:03:42,532 INFO org.hibernate.tool.schema.internal.SchemaDropperImpl$DelayedDropActionImpl [SpringApplicationShutdownHook] HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
2023-02-08 00:03:42,630 INFO com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2023-02-08 00:03:42,635 INFO com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2023-02-08 23:52:08,680 INFO org.springframework.boot.StartupInfoLogger [main] Starting PeaksoftlmsBB4Application using Java 17.0.1 on LAPTOP-Q9VS4IDS with PID 14700 (D:\Projects B-4\peaksoftlms-b-b4\target\classes started by schoo in D:\Projects B-4\peaksoftlms-b-b4)
2023-02-08 23:52:08,672 INFO org.hibernate.validator.internal.util.Version [background-preinit] HV000001: Hibernate Validator 6.2.3.Final
2023-02-08 23:52:08,697 INFO org.springframework.boot.SpringApplication [main] The following 1 profile is active: "dev"
2023-02-08 23:52:10,747 INFO org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-02-08 23:52:10,977 INFO org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 214 ms. Found 15 JPA repository interfaces.
2023-02-08 23:52:11,391 INFO org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker [main] Bean 'credentialsProvider' of type [com.amazonaws.auth.AWSCredentialsProviderChain] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-02-08 23:52:11,932 INFO org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat initialized with port(s): 5000 (http)
2023-02-08 23:52:11,945 INFO org.apache.juli.logging.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-5000"]
2023-02-08 23:52:11,946 INFO org.apache.juli.logging.DirectJDKLog [main] Starting service [Tomcat]
2023-02-08 23:52:11,947 INFO org.apache.juli.logging.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.60]
2023-02-08 23:52:12,216 INFO org.apache.juli.logging.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2023-02-08 23:52:12,216 INFO org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 3384 ms
2023-02-08 23:52:12,492 INFO org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2023-02-08 23:52:12,592 INFO org.hibernate.Version [main] HHH000412: Hibernate ORM core version 5.6.7.Final
2023-02-08 23:52:12,880 INFO org.hibernate.annotations.common.reflection.java.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2023-02-08 23:52:13,019 INFO com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2023-02-08 23:52:13,299 INFO com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2023-02-08 23:52:13,331 INFO org.hibernate.dialect.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL10Dialect
2023-02-08 23:52:14,977 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] SQL Warning Code: 0, SQLState: 00000
2023-02-08 23:52:14,977 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] отношение "course_teacher" не существует, пропускается
2023-02-08 23:52:14,978 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] SQL Warning Code: 0, SQLState: 00000
2023-02-08 23:52:14,979 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] отношение "course_teacher" не существует, пропускается
2023-02-08 23:52:14,981 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] SQL Warning Code: 0, SQLState: 00000
2023-02-08 23:52:14,981 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] отношение "courses_groups" не существует, пропускается
2023-02-08 23:52:14,983 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] SQL Warning Code: 0, SQLState: 00000
2023-02-08 23:52:14,983 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] отношение "courses_groups" не существует, пропускается
2023-02-08 23:52:14,985 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] SQL Warning Code: 0, SQLState: 00000
2023-02-08 23:52:14,985 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] отношение "courses_students" не существует, пропускается
2023-02-08 23:52:14,986 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] SQL Warning Code: 0, SQLState: 00000
2023-02-08 23:52:14,986 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] отношение "courses_students" не существует, пропускается
2023-02-08 23:52:14,987 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] SQL Warning Code: 0, SQLState: 00000
2023-02-08 23:52:14,988 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] отношение "lessons" не существует, пропускается
2023-02-08 23:52:14,989 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] SQL Warning Code: 0, SQLState: 00000
2023-02-08 23:52:14,990 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] отношение "lessons" не существует, пропускается
2023-02-08 23:52:14,991 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] SQL Warning Code: 0, SQLState: 00000
2023-02-08 23:52:14,992 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] отношение "lessons" не существует, пропускается
2023-02-08 23:52:14,993 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] SQL Warning Code: 0, SQLState: 00000
2023-02-08 23:52:14,993 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] отношение "lessons" не существует, пропускается
2023-02-08 23:52:14,994 WARN org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler [main] SQL Warning Code: 0, SQLState: 00000
